code,population,area,density
E05006347,3763,2978.18,1.3
E05006348,3538,2800.44,1.3
E05006349,5315,2978.5,1.8
E05006350,4098,3519.43,1.2
E05006351,4096,3136.58,1.3
E05006352,1913,4080.92,0.5
E05006353,4312,4581.06,0.9
E05006354,2341,3772.44,0.6
E05006355,6250,1057.76,5.9
E05006356,4781,407.64,11.7
E05006357,3700,136.01,27.2
E05006358,6657,1964.53,3.4
E05006359,3821,595.47,6.4
E05006360,3440,2178.3,1.6
E05006361,4391,8248.74,0.5
E05000976,11115,398.15,27.9
E05000977,10977,832.02,13.2
E05000978,10685,1837.46,5.8
E05000979,10676,710.52,15
E05000980,10669,1389.05,7.7
E05000981,10498,680.43,15.4
E05000982,11889,878.06,13.5
E05000983,9777,858.77,11.4
E05000984,11852,866.07,13.7
E05000985,10680,289.58,36.9
E05000986,10785,752.85,14.3
E05000987,13189,2105.58,6.3
E05000988,10811,334.08,32.4
E05000989,11587,9141.2,1.3
E05000990,11322,7552.84,1.5
E05000991,11062,781.17,14.2
E05000992,10728,757.48,14.2
E05000993,10250,375.35,27.3
E05000994,11510,720.66,16
E05000995,11477,491.21,23.4
E05000996,9682,1152.78,8.4
E05000997,15911,1180.84,13.5
E05000998,14457,1180.36,12.2
E05000999,12968,3734.82,3.5
E05001000,15332,598.27,25.6
E05001001,14191,1751.25,8.1
E05001002,14408,672.36,21.4
E05001003,18207,871.3,20.9
E05001004,14333,814.48,17.6
E05001005,13368,1661.53,8
E05001006,13673,1141.79,12
E05001007,15209,4341.72,3.5
E05001008,15163,777.22,19.5
E05001009,13380,1094.08,12.2
E05001010,15244,689.41,22.1
E05001011,13537,1230.34,11
E05001012,11881,7979.69,1.5
E05001013,13573,10653.54,1.3
E05001014,16180,5938.64,2.7
E05001015,12209,9419.45,1.3
E05001016,14436,390.55,37
E05001017,14742,677.58,21.8
E05008935,10963,1912.7,5.7
E05001019,13440,662.88,20.3
E05001020,12000,770.57,15.6
E05008936,12517,3611.94,3.5
